14	1528	55																											
																													
ind	pop	C08		C24		D05		D10		D33		D34		D41		Q02		Q03		Q04		T13		T15		T29		T30	
HIRO25	pop07	137	137	102	102	187	187	210	210	291	291	189	189	106	106	78	78	132	132	130	130	139	139	176	176	175	175	149	149
HIRO26	pop07	137	137	102	102	187	187	210	210	291	291	189	189	106	106	78	78	132	132	130	130	139	139	173	173	175	175	149	149
HIRO27	pop07	137	137	102	102	187	187	210	210	291	291	189	189	103	103	78	78	132	132	130	130	139	139	173	173	175	175	144	144
HIRO28	pop07	137	137	102	102	187	187	210	210	291	291	189	189	106	106	78	78	132	132	130	130	139	139	176	176	175	175	149	149
HIRO29	pop07	137	137	102	102	187	187	210	210	291	291	189	189	106	106	78	78	132	132	130	130	139	139	173	176	175	175	149	149
HIRO30	pop07	137	137	102	102	187	187	210	210	291	291	189	189	106	106	78	78	132	132	130	130	139	139	176	176	175	175	149	149
HIRO31	pop07	137	137	102	102	187	187	210	210	291	291	189	189	103	106	78	78	132	132	130	130	139	139	173	176	175	175	144	149
HIRO32	pop07	137	137	102	102	187	187	210	210	291	291	189	189	103	106	78	78	132	132	130	130	139	139	173	173	175	175	144	149
SOBB01	pop08	137	137	96	96	187	187	210	210	291	291	189	189	103	103	78	78	132	132	130	130	139	139	176	176	174	174	144	144
SOBB02	pop08	137	137	96	96	187	187	210	210	291	291	189	189	103	103	78	78	132	132	130	130	139	139	176	176	174	174	144	144
SOBB04	pop08	137	137	102	102	187	187	210	210	291	291	189	189	103	103	78	78	132	132	130	130	139	139	176	176	174	174	144	144
SOBB05	pop08	137	137	102	102	187	187	210	210	291	291	189	189	103	103	78	78	132	132	130	130	139	139	176	176	174	174	144	144
SOBB06	pop08	137	137	96	96	187	187	210	210	291	291	189	189	106	106	78	78	132	132	130	138	136	139	176	176	174	174	144	144
SOBB07	pop08	137	137	96	96	187	187	210	210	289	289	189	189	103	103	78	78	132	132	130	130	139	139	176	176	174	174	144	144
SOBB08	pop08	137	137	102	102	187	187	210	210	291	291	189	189	103	103	78	78	132	139	130	130	139	139	176	176	174	174	144	144
SOBB09	pop08	137	137	96	96	187	187	210	210	291	291	189	189	103	103	78	78	132	132	130	130	136	139	176	176	174	174	149	149
SOBB10	pop08	137	137	96	102	189	189	210	210	291	291	189	189	103	103	78	78	132	132	130	130	139	139	176	176	174	174	144	144
SOBB11	pop08	137	137	102	102	187	187	210	210	291	291	189	189	103	103	78	78	132	132	130	130	139	139	176	176	174	174	144	144
SOBB12	pop08	137	137	96	96	187	189	210	210	291	291	189	189	103	103	78	78	132	139	130	130	136	139	176	176	174	174	149	149
ALSK2	pop09	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS01	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS02	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS03	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS04	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS05	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS06	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS07	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS08	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS09	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS10	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS11	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS12	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS13	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS14	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS15	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS16	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS17	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS18	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS19	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS20	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS21	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS22	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS23	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SJIS24	pop10	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS01	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO01	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO02	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO04	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO05	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO06	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO07	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO08	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO09	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO10	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO11	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO12	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO13	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO14	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO15	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO17	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO18	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO19	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TATO20	pop11	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS02	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS03	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS04	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS05	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS06	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS07	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS08	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS09	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS10	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS11	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS12	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS13	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS14	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS15	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS16	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS17	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS18	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS19	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS20	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS21	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS22	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS23	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
COOS24	pop12	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS01	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS02	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS03	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS04	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS05	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS06	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS07	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS08	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS09	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS10	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS11	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS12	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS13	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS14	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS15	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS16	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS17	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS18	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS19	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS20	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS21	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS22	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS23	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
TRIS24	pop16	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB01	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB02	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB03	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB04	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB05	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB06	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB07	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB08	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB09	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB10	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB11	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB12	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB13	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB14	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB15	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB16	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB17	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB18	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB19	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB20	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB21	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB22	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB23	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
SLOB24	pop14	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS01	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS02	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS03	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS04	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS05	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS06	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS07	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS08	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS09	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS10	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS11	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS12	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS13	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS14	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS15	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS16	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS17	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS18	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS19	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
CRYS20	pop15	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
